Source,title,text,Decision,Company name,Date,label
https://simplywall.st/stocks/lk/banks/cose-seyb.n0000/seylan-bank-shares,"Seylan Bank PLC Reports Earnings Results for the Fourth Quarter Ended December 31, 2021","Seylan Bank PLC reported earnings results for the fourth quarter ended December 31, 2021. For the fourth quarter, the company reported net interest income was LKR 6,601.31 million compared to LKR 4,703.55 million a year ago. Net income was LKR 1,412.86 million compared to LKR 841.28 million a year ago.
Basic earnings per share from continuing operations was LKR 2.4678 compared to LKR 1.4676 a year ago",,Seylan Bank PLC,23-Feb-22,positive
https://simplywall.st/stocks/lk/banks/cose-seyb.n0000/seylan-bank-shares,"Seylan Bank PLC Reports Earnings Results for the Full Year Ended December 31, 2021","Seylan Bank PLC reported earnings results for the full year ended December 31, 2021. For the full year, the company reported net interest income was LKR 23,903.91 million compared to LKR 19,810.78 million a year ago. Net income was LKR 4,653 million compared to LKR 3,038.63 million a year ago.
Basic earnings per share from continuing operations was LKR 8.142 compared to LKR 5.3189 a year ago.",,Seylan Bank PLC,24-Feb-22,positive
https://simplywall.st/stocks/lk/banks/cose-seyb.n0000/seylan-bank-shares,"Seylan Bank PLC, Board Meeting, Feb 22, 2022","Seylan Bank PLC, Board Meeting, Feb 22, 2022. Agenda: To consider and approved issue of listed rested basel III compliant Tier 2 unsecured subordinated redeemable debentures.",,Seylan Bank PLC,25-Feb-22,positive
https://simplywall.st/stocks/lk/banks/cose-seyb.n0000/seylan-bank-shares,"Seylan Bank PLC Recommends First and Final Dividend for the Year Ended December 31, 2021","Seylan Bank PLC announced that the Board of Directors of the Bank at the meeting held on February 22, 2022, recommended a first and final dividend of LKR 3.00 per share, for the year ended December 31, 2021 to the Ordinary Voting Shareholders and Ordinary Non-voting Shareholders of the Bank subject to the approval of the shareholders at the Annual General Meeting of the Bank scheduled to be held on March 30, 2022. The dividend of LKR 3.00 per share will be paid in the form of a scrip dividend.",,Seylan Bank PLC,26-Feb-22,positive
https://simplywall.st/stocks/lk/banks/cose-seyb.n0000/seylan-bank-shares/event/1772293231%2C1772297174%2C1772415258%2C1772427403%2C1773510375,"Seylan Bank PLC, 1.069767442 : 1, Stock Split or Significant Stock Dividend, Mar-31-2022","Seylan Bank PLC, 1.069767442 : 1, Stock Split or Significant Stock Dividend, Mar-31-2022",,Seylan Bank PLC,27-Feb-22,positive
https://simplywall.st/stocks/lk/banks/cose-seyb.n0000/seylan-bank-shares/event/1782458485,"Seylan Bank PLC Reports Earnings Results for the First Quarter Ended March 31, 2022","Seylan Bank PLC reported earnings results for the first quarter ended March 31, 2022. For the first quarter, the company reported net interest income was LKR 6,903.63 million compared to LKR 5,612.36 million a year ago. Net income was LKR 966.1 million compared to LKR 967.44 million a year ago.

Basic earnings per share from continuing operations was LKR 1.67 compared to LKR 1.67 a year ago.",,Seylan Bank PLC,11-May-22,positive
https://simplywall.st/stocks/lk/banks/cose-seyb.n0000/seylan-bank-shares/event/1814976279,"Seylan Bank PLC Reports Earnings Results for the Third Quarter and Nine Months Ended September 30, 2022","Seylan Bank PLC reported earnings results for the third quarter and nine months ended September 30, 2022. For the third quarter, the company reported net interest income was LKR 11,202.28 million compared to LKR 6,175.47 million a year ago. Net income was LKR 1,040.31 million compared to LKR 1,134.8 million a year ago.

Basic earnings per share from continuing operations was LKR 1.8 compared to LKR 1.96 a year ago For the nine months, net interest income was LKR 28,260.41 million compared to LKR 17,302.6 million a year ago. Net income was LKR 2,495.22 million compared to LKR 3,240.15 million a year ago. Basic earnings per share from continuing operations was LKR 4.32 compared to LKR 5.61 a year ago.",,Seylan Bank PLC,11-Nov-22,positive
https://simplywall.st/stocks/lk/banks/cose-seyb.n0000/seylan-bank-shares/event/1796150954,"Seylan Bank PLC Reports Earnings Results for the Second Quarter and Six Months Ended June 30, 2022","Seylan Bank PLC reported earnings results for the second quarter and six months ended June 30, 2022. For the second quarter, the company reported net interest income was LKR 10,154.5 million compared to LKR 5,514.77 million a year ago. Net income was LKR 488.82 million compared to LKR 1,137.91 million a year ago.

Basic earnings per share from continuing operations was LKR 0.85 compared to LKR 1.97 a year ago For the six months, net interest income was LKR 17,058.13 million compared to LKR 11,127.13 million a year ago. Net income was LKR 1,454.92 million compared to LKR 2,105.35 million a year ago. Basic earnings per share from continuing operations was LKR 2.52 compared to LKR 3.64 a year ago.

Seylan Bank PLC reported earnings results for the second quarter and six months ended June 30, 2022. For the second quarter, the company reported net interest income was LKR 10,154.5 million compared to LKR 5,514.77 million a year ago. Net income was LKR 488.82 million compared to LKR 1,137.91 million a year ago.

Basic earnings per share from continuing operations was LKR 0.85 compared to LKR 1.97 a year ago For the six months, net interest income was LKR 17,058.13 million compared to LKR 11,127.13 million a year ago. Net income was LKR 1,454.92 million compared to LKR 2,105.35 million a year ago. Basic earnings per share from continuing operations was LKR 2.52 compared to LKR 3.64 a year ago.

Seylan Bank PLC reported earnings results for the second quarter and six months ended June 30, 2022. For the second quarter, the company reported net interest income was LKR 10,154.5 million compared to LKR 5,514.77 million a year ago. Net income was LKR 488.82 million compared to LKR 1,137.91 million a year ago.

Basic earnings per share from continuing operations was LKR 0.85 compared to LKR 1.97 a year ago For the six months, net interest income was LKR 17,058.13 million compared to LKR 11,127.13 million a year ago. Net income was LKR 1,454.92 million compared to LKR 2,105.35 million a year ago. Basic earnings per share from continuing operations was LKR 2.52 compared to LKR 3.64 a year ago.

Seylan Bank PLC reported earnings results for the second quarter and six months ended June 30, 2022. For the second quarter, the company reported net interest income was LKR 10,154.5 million compared to LKR 5,514.77 million a year ago. Net income was LKR 488.82 million compared to LKR 1,137.91 million a year ago.

Basic earnings per share from continuing operations was LKR 0.85 compared to LKR 1.97 a year ago For the six months, net interest income was LKR 17,058.13 million compared to LKR 11,127.13 million a year ago. Net income was LKR 1,454.92 million compared to LKR 2,105.35 million a year ago. Basic earnings per share from continuing operations was LKR 2.52 compared to LKR 3.64 a year ago.

Seylan Bank PLC reported earnings results for the second quarter and six months ended June 30, 2022. For the second quarter, the company reported net interest income was LKR 10,154.5 million compared to LKR 5,514.77 million a year ago. Net income was LKR 488.82 million compared to LKR 1,137.91 million a year ago.

Basic earnings per share from continuing operations was LKR 0.85 compared to LKR 1.97 a year ago For the six months, net interest income was LKR 17,058.13 million compared to LKR 11,127.13 million a year ago. Net income was LKR 1,454.92 million compared to LKR 2,105.35 million a year ago. Basic earnings per share from continuing operations was LKR 2.52 compared to LKR 3.64 a year ago.",,Seylan Bank PLC,10-Aug-22,positive
https://simplywall.st/stocks/lk/banks/cose-seyb.n0000/seylan-bank-shares/event/1782458485,"Seylan Bank PLC Reports Earnings Results for the First Quarter Ended March 31, 2022","Seylan Bank PLC reported earnings results for the first quarter ended March 31, 2022. For the first quarter, the company reported net interest income was LKR 6,903.63 million compared to LKR 5,612.36 million a year ago. Net income was LKR 966.1 million compared to LKR 967.44 million a year ago.

Basic earnings per share from continuing operations was LKR 1.67 compared to LKR 1.67 a year ago.",,Seylan Bank PLC,11-May-22,positive
https://simplywall.st/stocks/lk/banks/cose-seyb.n0000/seylan-bank-shares,Investor sentiment deteriorated over the past week,"After last week's 16% share price decline to LK?26.50, the stock trades at a trailing P/E ratio of 3.7x.
Average trailing P/E is 3x in the Banks industry in Sri Lanka.
Total loss to shareholders of 40% over the past three years.",,Seylan Bank PLC,7-Jan,negative
https://simplywall.st/stocks/lk/banks/cose-seyb.n0000/seylan-bank-shares,Third quarter 2022 earnings released: EPS: LK?1.80 (vs LK?1.98 in 3Q 2021),"Third quarter 2022 results:
EPS: LK?1.80 (down from LK?1.98 in 3Q 2021).
Revenue: LK?6.12b (up 12% from 3Q 2021).
Net income: LK?1.04b (down 8.3% from 3Q 2021).
Profit margin: 17% (down from 21% in 3Q 2021). The decrease in margin was driven by higher expenses.
Over the last 3 years on average, earnings per share has remained flat but the companys share price has fallen by 15% per year, which means it is significantly lagging earnings.",,Seylan Bank PLC,16-Nov,negative
https://simplywall.st/stocks/lk/banks/cose-seyb.n0000/seylan-bank-shares,Third quarter 2022 earnings released: EPS: LK?1.80 (vs LK?1.98 in 3Q 2021),"Third quarter 2022 results:
EPS: LK?1.80 (down from LK?1.98 in 3Q 2021).
Revenue: LK?6.12b (up 12% from 3Q 2021).
Net income: LK?1.04b (down 8.3% from 3Q 2021).
Profit margin: 17% (down from 21% in 3Q 2021). The decrease in margin was driven by higher expenses.
Over the last 3 years on average, earnings per share has remained flat but the companys share price has fallen by 16% per year, which means it is significantly lagging earnings.",,Seylan Bank PLC,13-Nov,negative
https://simplywall.st/stocks/lk/banks/cose-seyb.n0000/seylan-bank-shares,Second quarter 2022 earnings released: EPS: LK?0.85 (vs LK?1.99 in 2Q 2021),"Second quarter 2022 results:
EPS: LK?0.85 (down from LK?1.99 in 2Q 2021).
Revenue: LK?4.77b (down 13% from 2Q 2021).
Net income: LK?488.8m (down 57% from 2Q 2021).
Profit margin: 10% (down from 21% in 2Q 2021). The decrease in margin was driven by lower revenue.
Over the last 3 years on average, earnings per share has remained flat but the companys share price has fallen by 23% per year, which means it is significantly lagging earnings.",,Seylan Bank PLC,12-Aug,negative
https://simplywall.st/stocks/lk/banks/cose-seyb.n0000/seylan-bank-shares,First quarter 2022 earnings released: EPS: LK?1.67 (vs LK?1.69 in 1Q 2021),"First quarter 2022 results:
EPS: LK?1.67 (down from LK?1.69 in 1Q 2021).
Revenue: LK?5.71b (up 8.4% from 1Q 2021).
Net income: LK?966.1m (flat on 1Q 2021).
Profit margin: 17% (down from 18% in 1Q 2021). The decrease in margin was driven by higher expenses.
Over the last 3 years on average, earnings per share has fallen by 1% per year but the companys share price has fallen by 13% per year, which means it is performing significantly worse than earnings.",,Seylan Bank PLC,13-May,negative
https://simplywall.st/stocks/lk/banks/cose-seyb.n0000/seylan-bank-shares,Investor sentiment deteriorated over the past week,"After last week's 16% share price decline to LK?32.00, the stock trades at a trailing P/E ratio of 3.6x.
Average trailing P/E is 4x in the Banks industry in Sri Lanka.
Total loss to shareholders of 42% over the past three years.",,Seylan Bank PLC,30-Mar,negative
https://simplywall.st/stocks/lk/banks/cose-seyb.n0000/seylan-bank-shares,Investor sentiment deteriorated over the past week,"After last week's 16% share price decline to LK?37.00, the stock trades at a trailing P/E ratio of 4.1x.
Average trailing P/E is 4x in the Banks industry in Sri Lanka.
Total loss to shareholders of 29% over the past three years.",,Seylan Bank PLC,8-Mar,negative
https://simplywall.st/stocks/lk/banks/cose-seyb.n0000/seylan-bank-shares/event/1772427403,"Seylan Bank PLC Recommends First and Final Dividend for the Year Ended December 31, 2021","Seylan Bank PLC announced that the Board of Directors of the Bank at the meeting held on February 22, 2022, recommended a first and final dividend of LKR 3.00 per share, for the year ended December 31, 2021 to the Ordinary Voting Shareholders and Ordinary Non-voting Shareholders of the Bank subject to the approval of the shareholders at the Annual General Meeting of the Bank scheduled to be held on March 30, 2022. The dividend of LKR 3.00 per share will be paid in the form of a scrip dividend.",,Seylan Bank PLC,23-Feb-22,positive
https://simplywall.st/stocks/lk/banks/cose-seyb.n0000/seylan-bank-shares,Full year 2021 earnings: Revenues and EPS in line with analyst expectations,"Full year 2021 results:
EPS: LK?8.71 (up from LK?5.71 in FY 2020).
Revenue: LK?21.3b (up 14% from FY 2020).
Net income: LK?4.65b (up 53% from FY 2020).
Profit margin: 22% (up from 16% in FY 2020). The increase in margin was driven by higher revenue.
Revenue was in line with analyst estimates.

Over the last 3 years on average, earnings per share has fallen by 5% per year but the companys share price has fallen by 12% per year, which means it is performing significantly worse than earnings.

Quick Tip",,Seylan Bank PLC,24-Feb,negative
https://simplywall.st/stocks/lk/banks/cose-seyb.n0000/seylan-bank-shares,Third quarter 2021 earnings released,"The company reported a strong third quarter result with improved earnings, revenues and profit margins.

Third quarter 2021 results:
Revenue: LK?5.45b (up 23% from 3Q 2020).
Net income: LK?1.13b (up 86% from 3Q 2020).
Profit margin: 21% (up from 14% in 3Q 2020). The increase in margin was driven by higher revenue.
Over the last 3 years on average, earnings per share has fallen by 15% per year whereas the companys share price has fallen by 10% per year.",,Seylan Bank PLC,30-Oct,positive
https://simplywall.st/stocks/lk/banks/cose-seyb.n0000/seylan-bank-shares,Second quarter 2021 earnings released,"The company reported a strong second quarter result with improved earnings, revenues and profit margins.

Second quarter 2021 results:
Revenue: LK?5.48b (up 21% from 2Q 2020).
Net income: LK?1.14b (up 70% from 2Q 2020).
Profit margin: 21% (up from 15% in 2Q 2020). The increase in margin was driven by higher revenue.
Over the last 3 years on average, earnings per share has fallen by 17% per year whereas the companys share price has fallen by 13% per year.",,Seylan Bank PLC,11-Aug,positive
https://simplywall.st/stocks/lk/banks/cose-seyb.n0000/seylan-bank-shares,Full year 2020 earnings released: EPS LK?5.88 (vs LK?8.93 in FY 2019),"The company reported a poor full year result with weaker earnings, revenues and profit margins.

Full year 2020 results:
Revenue: LK?18.7b (down 9.8% from FY 2019).
Net income: LK?3.04b (down 19% from FY 2019).
Profit margin: 16% (down from 18% in FY 2019). The decrease in margin was driven by lower revenue.
Net interest margin (NIM): 3.95% (down from 4.20% in FY 2019).
Cost-to-income ratio: 50.3% (down from 51.4% in FY 2019).
Over the last 3 years on average, earnings per share has fallen by 20% per year whereas the companys share price has fallen by 16% per year.",,Seylan Bank PLC,25-Feb,negative
https://simplywall.st/stocks/lk/banks/cose-seyb.n0000/seylan-bank-shares,Investor sentiment improved over the past week,"After last week's 22% share price gain to LK?56.70, the stock is trading at a trailing P/E ratio of 8.3x, up from the previous P/E ratio of 6.8x. This compares to an average P/E of 5x in the Banks industry in Sri Lanka. Total return to shareholders over the past three years is a loss of 26%.",,Seylan Bank PLC,18-Jan,positive
https://simplywall.st/stocks/lk/banks/cose-seyb.n0000/seylan-bank-shares,New 90-day high: LK?50.90,"The company is up 14% from its price of LK?44.70 on 16 October 2020. The Sri Lankan market is up 26% over the last 90 days, indicating the company underperformed over that time. However, it outperformed the Banks industry, which is up 7.0% over the same period.",,Seylan Bank PLC,15-Jan,negative
https://simplywall.st/stocks/lk/banks/cose-seyb.n0000/seylan-bank-shares,Third quarter 2020 earnings released: EPS LK?1.18,"The company reported a poor third quarter result with weaker earnings, revenues and profit margins.

Third quarter 2020 results:
Revenue: LK?4.44b (down 15% from 3Q 2019).
Net income: LK?608.7m (down 42% from 3Q 2019).
Profit margin: 14% (down from 20% in 3Q 2019). The decrease in margin was driven by lower revenue.
Over the last 3 years on average, earnings per share has fallen by 18% per year whereas the companys share price has fallen by 20% per year.",,Seylan Bank PLC,13-Nov,negative
https://simplywall.st/stocks/lk/banks/cose-seyb.n0000/seylan-bank-shares/event/648902544,Seylan Bank PLC has completed a Follow-on Equity Offering in the amount of LKR 4.389237 billion.,"Seylan Bank PLC has completed a Follow-on Equity Offering in the amount of LKR 4.389237 billion. Security Name: Ordinary Voting Shares Security Type: Common Stock Securities Offered: 62,869,468 Price\Range: LKR 45.25 Security Name: Ordinary Non-Voting Shares Security Type: Common Stock Securities Offered: 63,036,478 Price\Range: LKR 24.5 Transaction Features: Rights Offering",,Seylan Bank PLC,29-Nov-19,positive
https://simplywall.st/stocks/lk/banks/cose-seyb.n0000/seylan-bank-shares/event/642224337%2C642473321,"Seylan Bank plc Reports Earnings Results for the Third Quarter Ended September 30, 2019","Seylan Bank PLC announced earnings results for the third quarter ended September 30, 2019. For the third quarter, the company announced net income was LKR 1,040.007 million compared to LKR 1,034.489 million a year ago. Basic earnings per share was LKR 2.75 compared to LKR 2.74 a year ago.
For the nine months, net income was LKR 2,504.780 million compared to LKR 2,520.786 million a year ago. Basic earnings per share was LKR 6.63 compared to LKR 6.67 a year ago.",,Seylan Bank PLC,30-Oct-19,positive
https://simplywall.st/stocks/lk/banks/cose-seyb.n0000/seylan-bank-shares/event/640454173,Seylan Bank PLC has filed a Follow-on Equity Offering in the amount of LKR 4.389237 billion.,"Seylan Bank PLC has filed a Follow-on Equity Offering in the amount of LKR 4.389237 billion. Security Name: Ordinary Voting Shares Security Type: Common Stock Securities Offered: 62,869,468 Price\Range: LKR 45.25 Security Name: Ordinary Non-Voting Shares Security Type: Common Stock Securities Offered: 63,036,478 Price\Range: LKR 24.5 Transaction Features: Rights Offering",,Seylan Bank PLC,5-Sep-19,positive
https://simplywall.st/stocks/lk/banks/cose-seyb.n0000/seylan-bank-shares/event/631396920%2C631498903,Seylan Bank PLC Announces Impairment Charges for the Second Quarter Ended 30 June 2019,"Seylan Bank PLC announced Impairment Charges for the second quarter ended 30 June 2019. For the period, the company reported impairment charges of LKR 1,138,899,000 compared to LKR 1,246,692,000 a year ago.",,Seylan Bank PLC,30-Jul-19,negative
https://simplywall.st/stocks/lk/banks/cose-seyb.n0000/seylan-bank-shares,"Seylan Bank plc Reports Earnings Results for the Second Quarter Ended June 30, 2019","Seylan Bank PLC announced earnings results for the second quarter ended June 30, 2019. For the second quarter, the company announced net income was LKR 647.324 million compared to LKR 730.375 million a year ago. Basic earnings per share was LKR 1.71 compared to LKR 1.93 a year ago.
For the half year, net income was LKR 1,464.773 million compared to LKR 1,486.297 million a year ago. Basic earnings per share was LKR 3.88 compared to LKR 3.93 a year ago.",,Seylan Bank PLC,31-Jul-19,positive
https://simplywall.st/stocks/lk/banks/cose-seyb.n0000/seylan-bank-shares/event/612309231,"Seylan Bank plc Announces Group and Bank Earnings Results for the First Quarter Ended March 31, 2019; Reports Impairment Charges for the First Quarter Ended March 31, 2019","Seylan Bank PLC announced Group and bank earnings results for the first quarter ended March 31, 2019. For the quarter, on group basis, the company reported net interest income of LKR 4,495,241,000 against LKR 4,292,355,000 a year ago. Net operating income was LKR 5,166,109,000 against LKR 4,602,130,000 a year ago.

Profit for the period was LKR 825,485,000 against LKR 762,549,000 a year ago. Basic and diluted earnings per ordinary share was LKR 2.16 against LKR 2.00 a year ago For the quarter, the bank reported net interest income of LKR 4,487,213,000 against LKR 4,266,495,000 a year ago. Net operating income was LKR 5,232,584,000 against LKR 4,638,101,000 a year ago.

Profit for the period was LKR 902,567,000 against LKR 812,310,000 a year ago. Basic and diluted earnings per ordinary share was LKR 2.39 against LKR 2.15 a year ago Impairment charges for the period reached LKR 589 Million which is 40% decrease as compared to a charge of LKR 982 Million in 2018 first quarter, which reflects the improvement in portfolio quality as at end first quarter of 2019 compared to the corresponding period of the previous year.",,Seylan Bank PLC,2-May-19,positive
https://simplywall.st/stocks/lk/banks/cose-seyb.n0000/seylan-bank-shares/event/603354046%2C604788131,"Seylan Bank plc Reports Audited Group and Bank Earnings Results for the Fourth Quarter and Year Ended December 31, 2018; Reports Impairment Charges for the Fourth Quarter of 2018","Seylan Bank PLC reported audited group and bank earnings results for the fourth quarter and year ended December 31, 2018. For the quarter, the bank reported net interest income of LKR 4,734,281,000 against LKR 4,114,746,000 a year ago. Total operating income was LKR 6,233,478,000 against LKR 5,582,772,000 a year ago.
Net operating income was LKR 4,681,766,000 against LKR 5,518,116,000 a year ago. Profit for the period was LKR 50,860,000 or LKR 0.14 per basic and diluted share against LKR 1,428,124,000 or LKR 3.90 per basic and diluted share a year ago For the year, the bank reported net interest income of LKR 17,746,996,000 against LKR 15,491,133,000 a year ago. Total operating income was LKR 23,192,039,000 against LKR 20,938,878,000 a year ago.
Net operating income was LKR 19,716,853,000 against LKR 19,434,182,000 a year ago. Profit for the period was LKR 3,189,206,000 or LKR 8.71 per basic and diluted share against LKR 4,430,398,000 or LKR 12.10 per basic and diluted share a year ago For the quarter, the group reported net interest income of LKR 4,740,680,000 against LKR 4,144,904,000 a year ago. Total operating income was LKR 6,229,916,000 against LKR 5,633,421,000 a year ago.
Net operating income was LKR 4,678,195,000 against LKR 5,568,765,000 a year ago. Profit for the period was LKR 50,347,000 or LKR 0.13 per basic and diluted share against LKR 1,462,327,000 or LKR 3.97 per basic and diluted share a year ago For the year, the group reported net interest income of LKR 17,790,087,000 against LKR 15,575,000,000 a year ago. Total operating income was LKR 23,201,490,000 against LKR 21,545,854,000 a year ago.
Net operating income was LKR 19,726,295,000 against LKR 20,041,158,000 a year ago. Profit for the period was LKR 3,150,856,000 or LKR 8.57 per basic and diluted share against LKR 5,003,631,000 or LKR 13.16 per basic and diluted share a year ago For the quarter, the bank reported impairment charges of LKR 1,551,712,000 against LKR 64,656,000 a year ago For the quarter, the group reported impairment charges of LKR 1,551,7721,000 against LKR 64,656,000 a year ago.",,Seylan Bank PLC,20-Feb-19,positive
https://simplywall.st/stocks/lk/banks/cose-seyb.n0000/seylan-bank-shares/event/592831220,"Seylan Bank plc Reports Earnings Results for the Third Quarter Ended September 30, 2018","Seylan Bank PLC announced earnings results for the third quarter ended September 30, 2018. For the third quarter, the company announced net interest income was LKR 4,384.854 million compared to LKR 4,140.554 million a year ago. Net income was LKR 1,146.825 million compared to LKR 1,221.174 million a year ago.

Basic earnings per share was LKR 3.13 compared to LKR 3.34 a year ago For the nine months, net interest income was LKR 13,049.407 million compared to LKR 11,430.096 million a year ago. Net income was LKR 3,125.831 million compared to LKR 3,364.594 million a year ago. Basic earnings per share was LKR 8.54 compared to LKR 9.19 a year ago.

Seylan Bank PLC announced earnings results for the third quarter ended September 30, 2018. For the third quarter, the company announced net interest income was LKR 4,384.854 million compared to LKR 4,140.554 million a year ago. Net income was LKR 1,146.825 million compared to LKR 1,221.174 million a year ago.

Basic earnings per share was LKR 3.13 compared to LKR 3.34 a year ago For the nine months, net interest income was LKR 13,049.407 million compared to LKR 11,430.096 million a year ago. Net income was LKR 3,125.831 million compared to LKR 3,364.594 million a year ago. Basic earnings per share was LKR 8.54 compared to LKR 9.19 a year ago.

Seylan Bank PLC announced earnings results for the third quarter ended September 30, 2018. For the third quarter, the company announced net interest income was LKR 4,384.854 million compared to LKR 4,140.554 million a year ago. Net income was LKR 1,146.825 million compared to LKR 1,221.174 million a year ago.

Basic earnings per share was LKR 3.13 compared to LKR 3.34 a year ago For the nine months, net interest income was LKR 13,049.407 million compared to LKR 11,430.096 million a year ago. Net income was LKR 3,125.831 million compared to LKR 3,364.594 million a year ago. Basic earnings per share was LKR 8.54 compared to LKR 9.19 a year ago.",,Seylan Bank PLC,26-Oct-18,positive
https://simplywall.st/stocks/lk/banks/cose-seyb.n0000/seylan-bank-shares/event/579661048,"Seylan Bank PLC Announces Unaudited Consolidated and Separate Earnings Results for the Second Quarter and Six Months Ended June 30, 2018","Seylan Bank PLC announced unaudited consolidated and separate earnings results for the second quarter and six months ended June 30, 2018. For the second quarter, on consolidated basis, the company's net interest income was LKR 4,400,511,000 against LKR 3,687,929,000 a year ago. Total operating income was LKR 5,616,203,000 against LKR 5,786,890,000 a year ago.

Net operating income was LKR 4,817,076,000 against LKR 4,955,660,000 a year ago. Operating profit before taxes was LKR 1,825,829,000 against LKR 2,221,130,000 a year ago. Profit before income tax was LKR 1,375,945,000 against LKR 1,810,159,000 a year ago. Profit attributable to owners of the parent was LKR 973,710,000 against LKR 1,324,945,000 a year ago.

Basic/diluted earnings per share were LKR 2.66 per share against LKR 3.62 per share a year ago. For the six months, on consolidated basis, the company's net interest income was LKR 8,664,553,000 against LKR 7,289,542,000 a year ago. Total operating income was LKR 11,179,631,000 against LKR 10,440,069,000 a year ago. Net operating income was LKR 9,838,062,000 against LKR 9,263,090,000 a year ago.

Operating profit before taxes was LKR 3,862,888,000 against LKR 3,849,453,000 a year ago. Profit before income tax was LKR 2,920,283,000 against LKR 3,032,975,000 a year ago. Profit attributable to owners of the parent was LKR 1,979,006,000 against LKR 2,143,420,000 a year ago. Basic/diluted earnings per share were LKR 5.41 per share against LKR 5.85 per share a year ago.

Net cash used in operating activities was LKR 7,999,518,000 against net cash from operating activities of LKR 1,626,541,000 a year ago. Purchase of property, plant & equipment and intangible assets was LKR 362,170,000 against LKR 359,068,000 a year ago For the second quarter, on separate basis, the company's net interest income was LKR 4,394,978,000 against LKR 3,672,889,000 a year ago. Total operating income was LKR 5,591,815,000 against LKR 5,231,870,000 a year ago.

Net operating income was LKR 4,792,688,000 against LKR 4,400,640,000 a year ago. Operating profit before taxes was LKR 1,784,434,000 against LKR 1,661,685,000 a year ago. Profit before income tax was LKR 1,334,550,000 against LKR 1,250,714,000 a year ago. Profit for the period was LKR 956,570,000 against LKR 939,185,000 a year ago.

Basic/diluted earnings per share were LKR 2.61 per share against LKR 2.57 per share a year ago. For the six months, on separate basis, the company's net interest income was LKR 8,633,160,000 against LKR 7,265,379,000 a year ago. Total operating income was LKR 11,191,214,000 against LKR 9,931,351,000 a year ago. Net operating income was LKR 9,849,645,000 against LKR 8,754,372,000 a year ago.

Operating profit before taxes was LKR 3,852,908,000 against LKR 3,333,218,000 a year ago. Profit before income tax was LKR 2,898,024,000 against LKR 2,506,507,000 a year ago. Profit for the period was LKR 2,009,596,000 against LKR 1,805,365,000 a year ago. Basic/diluted earnings per share were LKR 5.49 per share against LKR 4.93 per share a year ago.

Net cash used in operating activities was LKR 8,049,238,000 against net cash from operating activities of LKR 1,615,632,000 a year ago. Purchase of property, plant & equipment and intangible assets was LKR 356,102,000 against LKR 359,068,000 a year ago. Return (net profit before tax) on Average Assets was 1.39% compared to 1.74% a year ago. Return on equity was 11.55% compared to 14.30% a year ago.",,Seylan Bank PLC,26-Jul-18,positive
